fecha	rondas	tirosRonda	cuantil	tirosFinal	tiros_total	tasa_eleccion_correcta	ganancia
20220522 144319	1	89	0.793403316983182	196	13016	0.8982	0.8982
20220522 144321	1	108	0.808561440908072	364	17716	0.9728	0.854693333333333
20220522 144334	2	93	0.713547487902074	324	14913	0.9534	0.9534
20220522 144337	2	200	0.869891075072358	190	22980	0.874	0.7208
20220522 144351	3	148	0.64051876519843	353	23817	0.9836	0.82482
20220522 144455	1	75	0.805790679929674	214	11780	0.8944	0.8944
20220522 144456	1	70	0.805904951473494	440	15800	0.946	0.840666666666667
20220522 144509	2	84	0.714192672037848	440	14796	0.9396	0.9396
20220522 144512	50	52	0.792920631566525	844	-1	0	0
20220522 144522	5	101	0.779316087099469	101	-1	0	0
20220522 144639	32	75	0.812083624727881	1000	-1	0	0
20220522 144649	3	76	0.462593593269276	959	29252	0.983	0.787986666666667
20220522 144649	34	69	0.721683482648005	447	-1	0	0
20220522 144713	5	116	0.426082106828483	538	28748	0.9902	0.798546666666667
20220522 144839	44	48	0.151394492712947	703	-1	0	0
20220522 144944	1	66	0.864458879437646	789	17646	0.8788	0.76116
20220522 144945	1	64	0.79045090481133	447	15787	0.9208	0.815553333333333
20220522 145004	2	85	0.733482429721849	63	11236	0.0156	0.0156
20220522 145031	4	91	0.523380295116804	150	17312	0.9128	0.797386666666667
20220522 145039	12	103	0.613656871007586	377	-1	0	0
20220522 145207	1	93	0.738392719832238	484	21884	0.98	0.834106666666667
20220522 145210	1	5	0.260576661216361	588	44012	0.8396	0.546186666666667
20220522 145216	24	56	0.893854430891788	426	-1	0	0
20220522 145226	1	173	0.573016646117499	831	53033	1	0.646446666666667
20220522 145329	22	122	0.420165445715378	542	-1	0	0
20220522 145431	50	6	0.565569080025826	50	-1	0	0
20220522 145550	23	80	0.621954938936473	941	-1	0	0
20220522 145702	18	64	0.285886978860045	189	-1	0	0
20220522 145714	22	33	0.228499332574164	277	-1	0	0
20220522 145916	14	156	0.175008956228072	774	83430	0.9962	0.44
20220522 150206	49	10	0.583768650899757	123	-1	0	0
20220522 150208	2	45	0.725104305982692	127	6776	0.7052	0.7052
20220522 150225	31	6	0.400638564975937	779	-1	0	0
20220522 150359	39	48	0.324593336653946	677	-1	0	0
20220522 150501	27	96	0.204481822078167	711	-1	0	0
20220522 150721	12	94	0.745061496537922	253	-1	0	0
20220522 150728	3	36	0.15684690412594	768	54456	0.9902	0.62716
20220522 150731	33	8	0.268687450745421	746	-1	0	0
20220522 150749	39	33	0.434050682064365	357	-1	0	0
20220522 150822	38	73	0.354361747750278	101	-1	0	0
20220522 151055	3	119	0.682085195107769	418	18152	0.9574	0.836386666666667
20220522 151056	3	114	0.656989504334753	434	18380	0.967	0.844466666666667
20220522 151113	3	126	0.325580987790036	953	55302	0.9996	0.63092
20220522 151129	5	101	0.573400393537619	962	18334	0.8394	0.717173333333333
20220522 151256	12	160	0.101254340549396	477	122965	0.999	0.179233333333333
20220522 151437	2	148	0.692599442499989	608	25468	0.991	0.821213333333333
20220522 151447	21	75	0.775752726077793	500	-1	0	0
20220522 151450	9	87	0.788263635058883	230	-1	0	0
20220522 151502	10	35	0.581417104419178	601	-1	0	0
20220522 151746	44	39	0.107611250031912	844	-1	0	0
20220522 151905	2	82	0.729087128021842	286	12702	0.9202	0.9202
20220522 151912	20	58	0.799833023608585	926	-1	0	0
20220522 151916	24	81	0.833217460090182	242	-1	0	0
20220522 151925	13	172	0.841466846835125	483	-1	0	0
20220522 152121	13	198	0.100039662234346	1000	164758	1	-0.0983866666666666
20220522 152216	1	5	0.244297918354473	90	7250	0.5092	0.5092
20220522 152226	7	46	0.881154176710422	394	-1	0	0
20220522 152357	40	65	0.297068311479634	614	-1	0	0
20220522 152415	44	28	0.195116419649174	920	-1	0	0
20220522 152537	22	81	0.106864100169969	721	67352	0.786	0.336986666666667
20220522 152631	1	83	0.813109231162966	269	13411	0.9324	0.9324
20220522 152647	2	97	0.795336481482479	462	14047	0.9248	0.9248
20220522 152649	2	98	0.731556322523188	733	17577	0.9514	0.83422
20220522 152654	2	106	0.522115468758603	501	27211	0.9942	0.812793333333333
20220522 152738	44	47	0.367770027823226	906	-1	0	0
20220522 152839	1	124	0.439869934197549	701	51656	0.9996	0.655226666666667
20220522 152841	2	118	0.80696475086461	428	15872	0.947	0.841186666666667
20220522 152842	2	116	0.792386971629622	403	16051	0.9482	0.841193333333333
20220522 152911	5	187	0.720796018246182	936	-1	0	0
20220522 152933	7	34	0.216667555182179	942	28662	0.9198	0.72872
20220522 153041	7	136	0.885308010614968	508	-1	0	0
20220522 153052	3	195	0.592787438813067	316	33022	0.9902	0.770053333333333
20220522 153113	12	149	0.655985109636025	596	-1	0	0
20220522 153142	14	108	0.397369588339719	271	-1	0	0
20220522 153144	19	149	0.409616014289632	258	-1	0	0
20220522 153241	1	108	0.899946753380358	651	17310	0.9462	0.8308
20220522 153242	48	17	0.77615292288135	140	-1	0	0
20220522 153253	2	106	0.80810922581743	325	13914	0.928	0.928
20220522 153254	2	94	0.737350808697489	932	18462	0.9484	0.82532
20220522 153255	45	11	0.529995143216427	117	-1	0	0
20220522 153354	5	35	0.805640219245535	644	-1	0	0
20220522 153400	2	118	0.623726583897341	568	24236	0.9938	0.832226666666667
20220522 153406	2	95	0.153890543294613	356	42756	0.9816	0.69656
20220522 153417	2	115	0.119935059055149	954	95078	1	0.366146666666667
20220522 153445	7	19	0.100212289395976	441	29075	0.93	0.736166666666667
20220522 153522	1	75	0.805800872983444	290	13300	0.9352	0.9352
20220522 153535	2	106	0.810361857261088	640	15174	0.9274	0.82624
20220522 153548	37	37	0.645231064835468	320	-1	0	0
20220522 153618	49	55	0.466736753079947	110	-1	0	0
20220522 153632	9	78	0.38135290985345	367	20335	0.059	-0.0765666666666667
20220522 153735	1	8	0.73792399706557	993	26618	0.4876	0.310146666666667
20220522 153740	1	109	0.88118738238928	185	13120	0.9026	0.9026
20220522 153750	2	63	0.728141709452476	318	10545	0.8676	0.8676
20220522 153753	2	92	0.738689319372293	681	16359	0.9406	0.83154
20220522 153805	5	172	0.772858174422779	760	-1	0	0
20220522 153906	2	110	0.812171005705316	388	14642	0.9378	0.9378
20220522 153908	2	179	0.841962545892632	183	21313	0.9532	0.811113333333333
20220522 153918	3	69	0.407434431332725	176	17082	0.8892	0.77532
20220522 153920	3	150	0.580392184289016	403	27224	0.993	0.811506666666667
20220522 153937	5	173	0.480044010357269	342	35968	0.9944	0.754613333333333
20220522 154021	1	76	0.810066782003033	304	13376	0.9324	0.9324
20220522 154021	1	100	0.838017359731584	220	13740	0.9242	0.9242
20220522 154042	20	36	0.655083288780674	704	-1	0	0
20220522 154045	3	147	0.588700957685825	446	26348	0.9926	0.816946666666667
20220522 154107	39	30	0.363740732586308	58	-1	0	0
20220522 154201	41	72	0.899950995411664	50	-1	0	0
20220522 154208	2	126	0.64581382776984	727	26587	0.9922	0.814953333333333
20220522 154222	3	200	0.452198081885366	567	46072	0.999	0.691853333333333
20220522 154235	14	168	0.604616457492538	990	-1	0	0
20220522 154243	9	124	0.500198295379161	111	-1	0	0
20220522 154400	50	5	0.680238420802331	1000	-1	0	0
20220522 154407	1	171	0.842719387058338	490	24940	0.9944	0.828133333333333
20220522 154418	2	92	0.806003323537451	339	12396	0.9066	0.9066
20220522 154419	13	22	0.69050657690438	991	-1	0	0
20220522 154708	50	59	0.100306331597451	79	-1	0	0
20220522 154804	1	101	0.794086206585572	392	18332	0.9754	0.853186666666667
20220522 154819	2	120	0.682961105571488	811	23950	0.9816	0.821933333333333
20220522 154905	9	71	0.495692414148902	155	-1	0	0
20220522 154923	15	116	0.39043126532777	332	-1	0	0
20220522 155013	13	141	0.133905186499167	185	88133	0.9232	0.335646666666667
20220522 155107	1	172	0.899896862146299	271	19910	0.9732	0.840466666666667
20220522 155112	1	163	0.533218183029862	446	37262	0.9958	0.747386666666667
20220522 155117	22	53	0.857688181575933	690	-1	0	0
20220522 155153	31	38	0.453674215721715	405	-1	0	0
20220522 155200	12	47	0.4282673985499	788	-1	0	0
20220522 155316	1	76	0.810327861893499	328	13832	0.9386	0.9386
20220522 155316	1	118	0.892667438216964	384	16024	0.9578	0.850973333333333
20220522 155326	2	86	0.713639408872402	331	14073	0.9432	0.9432
20220522 155353	14	131	0.660688828498888	976	-1	0	0
20220522 155406	14	181	0.52272851210058	313	-1	0	0
20220522 155542	2	93	0.723475232495466	295	14264	0.952	0.952
20220522 155542	2	91	0.705908951127195	370	15160	0.9538	0.852733333333333
20220522 155543	2	119	0.737247346649467	480	18473	0.9736	0.850446666666667
20220522 155544	2	173	0.807175296457018	682	23488	0.9852	0.828613333333333
20220522 155546	2	94	0.52575485961905	569	26336	0.993	0.817426666666667
20220522 155645	1	112	0.795607433277034	592	23632	0.9866	0.829053333333333
20220522 155710	43	30	0.592718212529117	988	-1	0	0
20220522 155717	33	42	0.589198657781661	763	-1	0	0
20220522 155752	7	75	0.211803855006956	284	33687	0.9708	0.74622
20220522 155857	26	96	0.179595766044727	811	-1	0	0
20220522 155952	1	37	0.774555494550137	424	13452	0.8258	0.8258
20220522 155955	1	77	0.794557149196917	259	13139	0.9288	0.9288
20220522 160006	1	47	0.493880559707982	934	52334	0.9782	0.629306666666667
20220522 160010	2	92	0.729280797193503	410	14964	0.9454	0.9454
20220522 160013	2	102	0.628648105441466	605	22444	0.9828	0.833173333333333
20220522 160100	40	5	0.829447185489356	1000	-1	0	0
20220522 160112	1	114	0.721063867194788	625	28900	0.9942	0.801533333333333
20220522 160128	3	83	0.705375879643109	401	12740	0.884	0.884
20220522 160307	28	69	0.189309900897848	549	-1	0	0
20220522 160326	16	177	0.179532874864432	141	92286	0.1242	-0.49104
20220522 160449	2	94	0.718923856698147	162	13328	0.8908	0.8908
20220522 160450	2	91	0.736535317768155	523	15218	0.9468	0.845346666666667
20220522 160453	2	132	0.633942668246826	639	27030	0.9936	0.8134
20220522 160503	3	136	0.644763090054452	790	24214	0.9818	0.820373333333333
20220522 160632	49	29	0.148287645295595	628	-1	0	0
20220522 160809	1	117	0.708735741257081	566	28114	0.9954	0.807973333333333
20220522 160816	2	73	0.738710519798296	431	12215	0.907	0.907
20220522 160833	3	200	0.723361260776588	264	27728	0.982	0.797146666666667
20220522 160835	34	50	0.657683585976014	427	-1	0	0
20220522 160843	4	90	0.43027612550993	404	22670	0.9826	0.831466666666667
20220522 160949	1	128	0.897826657494308	209	15099	0.9356	0.83494
20220522 160956	1	136	0.577094308181763	692	42664	0.9996	0.715173333333333
20220522 160956	1	5	0.30561883819875	1000	69500	0.83	0.366666666666667
20220522 160958	2	44	0.675569997084166	864	15356	0.8268	0.724426666666667
20220522 160958	2	82	0.811400131086768	363	11210	0.867	0.867
20220522 161135	1	158	0.634646694276578	869	47953	0.9996	0.679913333333333
20220522 161138	2	91	0.731256917421124	522	15211	0.9446	0.843193333333333
20220522 161145	3	52	0.623349273946625	354	9674	0.82	0.82
20220522 161149	3	107	0.628444095406725	723	19772	0.966	0.834186666666667
20220522 161300	28	93	0.265445742419156	234	-1	0	0
20220522 161417	2	149	0.723498886648851	328	21696	0.9828	0.83816
20220522 161421	33	54	0.756899361527494	489	-1	0	0
20220522 161428	3	119	0.704012752184952	309	17468	0.9406	0.824146666666667
20220522 161453	38	41	0.486561913964729	497	-1	0	0
20220522 161521	13	13	0.171744600186981	767	10218	0.2292	0.2292
20220522 161635	1	48	0.838439930441974	705	16080	0.8154	0.7082
20220522 161647	2	76	0.722492925209725	406	12976	0.9182	0.9182
20220522 161648	2	93	0.721657634091919	428	15328	0.955	0.852813333333333
20220522 161648	2	94	0.721973933973156	448	15616	0.9588	0.854693333333333
20220522 161806	18	67	0.239220500789272	714	-1	0	0
20220522 161920	2	93	0.66325888355767	731	21234	0.9762	0.83464
20220522 161945	10	32	0.543648861095378	735	-1	0	0
20220522 162008	6	44	0.316364532539021	232	14320	0.8834	0.8834
20220522 162008	6	82	0.472468482536716	131	17318	0.8746	0.759146666666667
20220522 162045	11	37	0.193472761649809	90	17444	0.755	0.638706666666667
20220522 162211	15	70	0.834300101518077	323	-1	0	0
20220522 162223	50	5	0.312907068737554	988	-1	0	0
20220522 162224	35	46	0.662285496377801	748	-1	0	0
20220522 162227	3	48	0.313288407013865	743	34096	0.9786	0.751293333333333
20220522 162231	33	87	0.685827694396239	115	-1	0	0
20220522 162339	31	17	0.789266223944392	435	-1	0	0
20220522 162351	2	93	0.729994096129284	355	14651	0.9496	0.9496
20220522 162402	30	94	0.80703896031087	390	-1	0	0
20220522 162423	4	190	0.521920786551533	279	35975	0.9898	0.749966666666667
20220522 162431	5	74	0.315843128077714	340	24444	0.976	0.81304
20220522 162550	1	54	0.807010336343475	319	11780	0.8828	0.8828
20220522 162552	1	102	0.89932003705393	399	14190	0.9326	0.9326
20220522 162615	18	104	0.800728457448147	470	-1	0	0
20220522 162637	5	36	0.189141234745064	196	18904	0.8862	0.760173333333333
20220522 162637	5	37	0.188441630602856	203	19482	0.9018	0.77192
20220522 162752	48	36	0.869739552588204	911	-1	0	0
20220522 162804	2	109	0.680377583961981	536	19748	0.9808	0.849146666666667
20220522 162807	13	76	0.874135050112403	249	-1	0	0
20220522 162813	39	67	0.76427690941561	266	-1	0	0
20220522 162855	43	6	0.138299046944967	916	-1	0	0
20220522 162959	1	92	0.834338030999554	463	17071	0.9572	0.843393333333333
20220522 163014	2	134	0.835154737287617	433	16977	0.949	0.83582
20220522 163016	2	95	0.674699757738202	630	19565	0.97	0.839566666666667
20220522 163027	3	87	0.712057958617158	828	14490	0.89	0.89
20220522 163109	36	28	0.329585748593192	97	-1	0	0
20220522 163230	1	169	0.740985228180884	303	24778	0.9782	0.813013333333333
20220522 163257	3	50	0.639085553973201	474	9820	0.7846	0.7846
20220522 163332	46	32	0.446477141727518	688	-1	0	0
20220522 163332	42	30	0.432207768735615	398	-1	0	0
20220522 163348	6	80	0.12030755382692	50	37690	0.0378	-0.213466666666667
20220522 163510	2	200	0.895034476009936	657	23514	0.9558	0.79904
20220522 163522	3	79	0.65230184286879	461	13457	0.9138	0.9138
20220522 163523	3	113	0.717951887502328	362	16092	0.9218	0.81452
20220522 163600	6	74	0.315588063767798	631	26399	0.9728	0.796806666666667
20220522 163610	47	46	0.363653950294298	219	-1	0	0
20220522 163814	2	73	0.623159765453747	323	14596	0.9472	0.9472
20220522 163822	2	162	0.519781126657867	664	39248	0.9994	0.737746666666667
20220522 163828	3	38	0.286969694998883	91	11583	0.6472	0.6472
20220522 163851	5	36	0.287006750124368	98	11880	0.7184	0.7184
20220522 163933	8	200	0.227702045603157	1000	86200	1	0.425333333333333
20220522 164036	1	41	0.819440643115061	329	10022	0.7968	0.7968
20220522 164101	2	90	0.712210647440299	283	14157	0.9372	0.9372
20220522 164103	2	114	0.724023812757295	308	17056	0.9668	0.853093333333333
20220522 164106	2	99	0.621496673414173	391	19527	0.9782	0.84802
20220522 164132	15	84	0.709369780316044	768	-1	0	0
20220522 164321	1	109	0.896951086178665	274	13914	0.9364	0.9364
20220522 164322	1	122	0.839113863225915	127	14232	0.8166	0.8166
20220522 164336	2	84	0.718063978015265	835	17432	0.9402	0.823986666666667
20220522 164348	3	91	0.694733447437839	723	15000	0.9136	0.9136
20220522 164352	3	116	0.53245249444766	190	21504	0.9364	0.79304
20220522 164545	2	200	0.838255888826057	624	25272	0.9882	0.81972
20220522 164546	2	197	0.769551505829813	386	26547	0.9934	0.81642
20220522 164559	3	88	0.648411683578144	662	15584	0.934	0.830106666666667
20220522 164600	3	95	0.652675004124991	692	16733	0.9422	0.830646666666667
20220522 164652	30	73	0.465692496748092	618	-1	0	0
20220522 164846	2	135	0.587355975290839	325	24560	0.9814	0.817666666666667
20220522 164859	3	66	0.567950594170802	582	15348	0.9278	0.82548
20220522 164900	5	120	0.808148110775243	779	-1	0	0
20220522 164900	3	93	0.625808683497402	215	15211	0.9354	0.833993333333333
20220522 164943	6	65	0.239671753934618	273	27027	0.961	0.78082
20220522 165119	1	135	0.698158274838611	821	38130	0.9984	0.7442
20220522 165120	8	34	0.832039890793122	813	-1	0	0
20220522 165125	2	37	0.560021690307825	432	13536	0.8766	0.8766
20220522 165127	2	85	0.715388762853107	441	14493	0.9438	0.9438
20220522 165133	2	125	0.523564974813691	224	23652	0.9384	0.78072
20220522 165313	1	70	0.740262213180625	543	21118	0.9614	0.820613333333333
20220522 165324	2	84	0.723212730537875	295	13112	0.9276	0.9276
20220522 165327	2	102	0.622772283987155	289	18122	0.969	0.848186666666667
20220522 165328	2	163	0.711664820302687	241	23196	0.9674	0.81276
20220522 165338	3	84	0.629181351703983	384	14604	0.9302	0.9302
20220522 165523	2	47	0.723663167383298	357	8872	0.7886	0.7886
20220522 165530	2	161	0.838675497920459	522	20242	0.9734	0.838453333333333
20220522 165535	50	39	0.737736679455101	1000	-1	0	0
20220522 165608	2	200	0.100165832273449	762	99722	1	0.335186666666667
20220522 165642	4	200	0.100520197237592	782	118648	0.9998	0.208813333333333
20220522 165847	1	78	0.805740377728527	317	14140	0.9378	0.9378
20220522 165850	1	71	0.559371108108105	315	20960	0.9702	0.830466666666667
20220522 165900	2	92	0.716389267882156	323	14452	0.941	0.941
20220522 165914	3	81	0.631173041979303	318	13821	0.9232	0.9232
20220522 165925	50	54	0.629208388594443	641	-1	0	0
20220522 170248	2	84	0.806185985445227	295	11260	0.8718	0.8718
20220522 170302	2	160	0.797080080743837	272	20720	0.9738	0.835666666666667
20220522 170302	2	134	0.720579113050831	440	20672	0.984	0.846186666666667
20220522 170319	3	105	0.573955191492087	494	20857	0.979	0.839953333333333
20220522 170320	3	107	0.567687043595152	547	21710	0.9798	0.835066666666667
20220522 170454	1	57	0.814940151367948	436	13984	0.8952	0.8952
20220522 170510	2	106	0.643357552353731	360	19096	0.9806	0.853293333333333
20220522 170548	5	56	0.313952542551311	233	18158	0.9342	0.813146666666667
20220522 170552	5	126	0.389334705087198	902	36574	0.9936	0.749773333333333
20220522 170604	6	200	0.392600885987133	482	50610	0.9978	0.6604
20220522 170749	2	89	0.814431204997004	302	11799	0.875	0.875
20220522 170751	1	200	0.148096774743191	389	53065	0.9878	0.634033333333333
20220522 170804	3	105	0.710685851677427	655	16455	0.932	0.8223
20220522 170804	3	105	0.710392495859992	582	16236	0.9336	0.82536
20220522 170809	3	192	0.664455109751123	287	29180	0.987	0.792466666666667
20220522 171000	1	104	0.805202602912552	597	22340	0.9836	0.834666666666667
20220522 171005	1	40	0.100145699347371	361	36490	0.9862	0.742933333333333
20220522 171009	2	71	0.729788627351623	363	11921	0.9094	0.9094
20220522 171011	2	57	0.562477588295423	350	14858	0.9408	0.9408
20220522 171012	2	198	0.879066659212526	467	23110	0.9722	0.818133333333333
20220522 171216	50	9	0.899740718799447	318	-1	0	0
20220522 171225	1	104	0.890039816304583	194	12534	0.899	0.899
20220522 171228	1	146	0.80242012656389	453	23660	0.9924	0.834666666666667
20220522 171239	2	97	0.725955432547325	357	15272	0.9568	0.854986666666667
20220522 171317	11	54	0.503494188023636	507	-1	0	0
20220522 171507	28	5	0.899983843144657	1000	-1	0	0
20220522 171517	1	93	0.766428332670991	185	13740	0.8894	0.8894
20220522 171530	2	86	0.563742851756598	445	20839	0.9814	0.842473333333333
20220522 171539	3	79	0.628478068088481	354	13699	0.922	0.922
20220522 171544	3	106	0.402138741473821	168	24304	0.8818	0.719773333333333
20220522 171741	1	5	0.344283475919839	172	11680	0.684	0.684
20220522 171743	1	5	0.340356951014103	287	19442	0.7866	0.656986666666667
20220522 171744	1	82	0.814924645384455	292	13748	0.9456	0.9456
20220522 171746	1	133	0.742837515128306	364	22764	0.985	0.83324
20220522 171753	2	65	0.719813491439681	386	11408	0.8884	0.8884
20220522 171941	1	110	0.806152680084882	486	20720	0.9858	0.847666666666667
20220522 171941	1	177	0.88952126249348	310	21110	0.982	0.841266666666667
20220522 171954	2	130	0.715568697517602	236	18658	0.9584	0.834013333333333
20220522 171955	2	156	0.800870898298272	637	21268	0.9758	0.834013333333333
20220522 172032	5	200	0.438134722110762	997	47585	0.999	0.681766666666667
20220522 172229	1	77	0.769359885042296	373	16279	0.9576	0.849073333333333
20220522 172230	1	91	0.767962002809651	456	19588	0.9744	0.843813333333333
20220522 172231	1	148	0.899914250854501	968	24480	0.9824	0.8192
20220522 172232	1	171	0.897723819634293	823	26153	0.9932	0.818846666666667
20220522 172255	3	102	0.594943378702146	936	22668	0.971	0.81988
20220522 172435	1	185	0.895197669483531	448	23428	0.9912	0.835013333333333
20220522 172458	1	172	0.146510184034234	1000	102200	1	0.318666666666667
20220522 172504	3	133	0.591548761644715	829	26817	0.9886	0.80982
20220522 172515	26	81	0.663510239570152	801	-1	0	0
20220522 172604	9	146	0.248680591830044	137	54541	0.898	0.534393333333333
20220522 172753	1	93	0.815078269385409	286	14734	0.9462	0.9462
20220522 172754	1	165	0.88055055217602	206	18972	0.9404	0.81392
20220522 172755	1	43	0.472307853985725	328	21684	0.9574	0.81284
20220522 172851	6	140	0.198201286335898	553	66038	0.9988	0.558546666666667
20220522 172903	43	5	0.100036637570526	52	-1	0	0
20220522 173123	2	111	0.809166116491201	399	14805	0.9314	0.9314
20220522 173125	2	73	0.624146449595546	365	15184	0.9476	0.846373333333333
20220522 173125	47	5	0.392519023764624	113	-1	0	0
20220522 173137	14	102	0.845515965243775	132	-1	0	0
20220522 173257	50	53	0.218027257760077	52	-1	0	0
20220522 173524	1	91	0.794007256849366	282	15022	0.947	0.846853333333333
20220522 173537	2	71	0.621237818007304	355	15123	0.944	0.84318
20220522 173546	2	198	0.50093183895974	481	41725	0.998	0.719833333333333
20220522 173549	3	87	0.656458168367312	275	13889	0.9192	0.9192
20220522 173600	4	75	0.62273843427589	244	12263	0.8572	0.8572
20220522 173818	1	52	0.777944978657112	217	9974	0.8468	0.8468
20220522 173823	1	191	0.354005591073763	51	22364	0	-0.149093333333333
20220522 173833	2	102	0.778688871972452	961	17249	0.9338	0.818806666666667
20220522 173835	2	146	0.776023437827749	415	20033	0.981	0.847446666666667
20220522 173846	3	74	0.62281313999827	382	13158	0.9142	0.9142
20220522 174049	1	81	0.79587607904697	182	11922	0.8822	0.8822
20220522 174050	50	5	0.531211816098287	1000	-1	0	0
20220522 174051	1	114	0.789861782772459	288	17448	0.9706	0.85428
20220522 174051	1	88	0.775657275387634	466	19518	0.9722	0.84208
20220522 174105	2	175	0.738045419749213	572	26054	0.9928	0.819106666666667
20220522 174253	1	148	0.784810057111136	533	26526	0.9954	0.81856
20220522 174254	1	134	0.778586405888275	758	30076	0.9938	0.793293333333333
20220522 174303	13	54	0.830759857379191	936	-1	0	0
20220522 174305	2	138	0.68503695558634	447	22686	0.9922	0.84096
20220522 174320	19	54	0.646637865066332	208	-1	0	0
20220522 174515	1	97	0.897386816492001	226	12186	0.9064	0.9064
20220522 174517	1	157	0.893914845239313	91	16701	0	-0.11134
20220522 174517	1	119	0.838265920024227	336	17612	0.9758	0.858386666666667
20220522 174528	2	47	0.534809587349774	326	14081	0.9226	0.9226
20220522 174534	1	115	0.22916881142026	982	87114	1	0.41924
20220522 174714	26	5	0.764062065522326	82	-1	0	0
20220522 174719	1	72	0.891145169668565	462	12282	0.8728	0.8728
20220522 174734	2	153	0.784008858018626	920	23266	0.9802	0.825093333333333
20220522 174827	11	5	0.100089352964552	214	8241	0.3882	0.3882
20220522 175026	36	72	0.101540287431158	1000	-1	0	0
20220522 175314	1	5	0.777190968154538	837	19751	0.251	0.119326666666667
20220522 175325	1	128	0.795053334229244	217	17357	0.9342	0.818486666666667
20220522 175326	1	40	0.327149371229338	184	16328	0.8468	0.737946666666667
20220522 175339	2	167	0.787751545579435	399	22369	0.9856	0.836473333333333
20220522 175411	14	44	0.480707855104528	940	-1	0	0
20220522 175558	1	83	0.88371475989658	926	19412	0.9124	0.782986666666667
20220522 175601	1	188	0.898323365923136	466	23926	0.9936	0.834093333333333
20220522 175607	2	50	0.707837032539341	345	9555	0.8194	0.8194
20220522 175612	2	83	0.537100763688114	296	18334	0.9696	0.847373333333333
20220522 175621	3	59	0.563486612830765	545	13977	0.9058	0.9058
20220522 175846	2	78	0.622011856782661	143	12766	0.848	0.848
20220522 175846	2	85	0.634683688896599	220	14725	0.9324	0.9324
20220522 175900	3	66	0.561035829151187	294	13110	0.927	0.927
20220522 175934	4	200	0.271750832834438	1000	79800	1	0.468
20220522 175950	6	200	0.291105603546994	998	72774	0.9998	0.51464
20220522 180145	1	105	0.890855882195662	749	18739	0.95	0.825073333333333
20220522 180155	2	52	0.572152840699513	137	9902	0.8062	0.8062
20220522 180156	50	57	0.864379564776363	84	-1	0	0
20220522 180157	2	147	0.796595468566902	470	20137	0.9772	0.842953333333333
20220522 180205	3	69	0.624753143805725	309	12033	0.8932	0.8932
